Question_ID,Country,Dimension,Context,Option_A,Option_B,Cultural_Note
Q28,South Korea,JP,당신의 컴퓨터 바탕화면이나 클라우드 폴더의 상태는 주로 어떤가요?,"'디지털 정리 장인'. 프로젝트, 날짜, 유형별로 폴더가 깔끔하게 정리되어 있어 언제든 필요한 자료를 1초 만에 찾음.","'혼돈 속의 질서'. 바탕화면에 온갖 캡처 파일이 널려있고 남이 보면 난장판이지만, 내 머릿속엔 어디에 뭐가 있는지 다 앎.",디지털 정리 장인 (數位整理達人) vs 혼돈 속의 질서 (混沌中的秩序/亂中有序)。
Q29,South Korea,JP,"아직 결정되지 않은 선택지(약속, 구매 등)가 있을 때, 당신의 심리 상태는?",미결 상태가 너무 불안함. 일단 빨리 결정을 내려두고 나중에 수정하더라도 확정 지어 놔야 마음이 편안함.,가능한 한 마지막 순간까지 선택지를 열어두고 싶음. 언제 어떻게 상황이 바뀔지 모르니 유연하게 대처할 여지를 남김.,확정 지어야 편안 (提早決定的安心感) vs 마지막 순간까지 열어둠 (保留選項的彈性)。
Q30,South Korea,JP,직장이나 사회의 '규칙과 시스템(SOP)'에 대해 당신의 마음에 더 와닿는 말은?,규칙과 시스템이 있어야 모두가 협력하기 쉽고 효율이 극대화됨. 매뉴얼대로 착착 굴러가는 게 가장 이상적임.,규칙은 참고용 가이드일 뿐. 특수한 상황이 발생했을 땐 매뉴얼보다 인간의 유연성과 창의적 문제 해결 능력이 훨씬 중요함.,효율 극대화 (規則帶來效率) vs 유연성과 창의성 (彈性與創意解決問題)。
Q31,South Korea,JP,"바쁜 한 주나 빡센 프로젝트를 마친 후, 당신이 가장 '최고의 카타르시스'를 느끼는 순간은?","투두리스트(To-do list)의 마지막 칸에 V 표시를 하고, 최종 파일을 저장하며 모든 걸 끝마쳤을 때의 엄청난 쾌감.",고생한 나를 위한 보상(Treat yo' self)의 순간! 또는 과정 중 번뜩이는 아이디어로 내 실력이 한 단계 레벨업했음을 느낄 때.,투두리스트 V 표시 (To-do list打勾的清爽感) vs 나를 위한 보상 (Treat yo' self / 犒賞自己)。
Q32,South Korea,JP,'인생'이라는 여정을 대하는 당신의 궁극적인 가치관은?,"인생은 '마스터플랜'. 명확한 목표부터 역산해서 퀘스트 깨듯 착실하게 올라가는, 내 삶의 주도권을 쥔 '갓생' 루틴.",인생은 '오픈 결말'. 정해진 길보단 그때그때 끌리는 사이드 프로젝트나 우연한 기회를 즐기는 유연함과 여유.,마스터플랜/갓생 (Master Plan/God生) vs 오픈 결말/사이드 (開放式結局/支線任務)。
Q33,South Korea,AT,"계획이 갑자기 크게 어그러지거나 대반전이 일어났을 때, 당신의 첫 심리적 반응은?",'원영적 사고(럭키비키)' 자동 발동! 심호흡 한 번 하고 '오히려 좋아! 다음 플랜은 뭐지? 더 잘 풀리려고 이러나 보다'라며 긍정 회로를 돌림.,순식간에 불안감이 덮치며 '내가 어디서 잘못했지? 왜 이런 일이 생겼을까?'라며 머릿속으로 상황을 무한 리플레이하며 자책함.,원영적 사고/럭키비키 (張員瑛正向轉念/Lucky Vicky) vs 무한 리플레이 자책 (無限Replay自責焦慮)。
Q34,South Korea,AT,"자신의 능력이나 성과에 대해, 마음속에서 더 자주 떠오르는 생각은?",'대체로 나는 나 자신을 믿는다. 아예 처음 해보는 일도 시간만 주어지면 결국엔 잘 해낼 거다'라는 건강한 자기 긍정.,'난 아직 한참 부족해.' 남들의 강한 인정이나 확실한 눈앞의 결과물이 있어야만 비로소 안심이 되고 안도감을 느낌.,건강한 자기 긍정 (健康的自我肯定) vs 확실한 결과/인정 필요 (需要外界肯定與明確結果)。
Q35,South Korea,AT,"단톡방에서 눈치 없는 말을 해서 분위기가 싸해지거나 민망한 상황이 벌어졌을 때, 당신은?","무적의 멘탈. 그 자리에서 '아… 쏘리' 하거나 웃긴 밈으로 무마해버리고, 뒤돌아서면 금세 잊어버리는 타격감 제로(0) 스타일.",밤에 침대에서 '이불킥' 작렬. 그 순간이 팝업창처럼 계속 떠올라 혼자 수치스러워하며 내면의 고통을 겪음.,타격감 제로 (打擊感零/不在乎) vs 이불킥 작렬 (狂踢被子/尷尬內耗)。
Q36,South Korea,AT,"중요한 프로젝트 마감이 코앞으로 다가와 엄청난 압박감에 쫓길 때, 당신의 상태는?",오히려 '하이퍼 포커스(초집중)' 모드에 돌입. 겉으론 툴툴대도 속으론 적당한 압박감이 있어야 내 퍼포먼스가 최고로 잘 나온다는 걸 앎.,실수하거나 제시간에 못 끝낼까 봐 패닉 상태에 빠짐. 극심한 스트레스로 수면의 질이 떨어지고 멘탈이 흔들림.,하이퍼 포커스 (壓力轉為專注/Hyper Focus) vs 패닉/수면 질 하락 (壓力引發恐慌與失眠)。
Q37,South Korea,AT,당신 주변의 '타인의 감정이나 현장 분위기'가 당신에게 미치는 영향력은?,"바운더리 철저. '저건 저 사람 감정이고, 내 알 바 아님'이라며 선을 긋고 부정적인 에너지에 쉽게 휩쓸리지 않음.","인간 레이더망. 현장 분위기에 동화되어, 옆 사람이 텐션이 낮거나 우울하면 내 기분도 덩달아 바닥을 치며 감정 소모를 겪음.",바운더리 철저 (明確的情緒邊界) vs 인간 레이더망 (人類雷達網/極易受影響)。
Q38,South Korea,AT,"미래에 발생할 수 있는 리스크나 불확실성을 대할 때, 당신의 평소 태도는?","'어떻게든 되겠지. 진짜 문제 터지면 그때 가서 수습하자' 마인드의 무한 긍정, 낙관주의자.","최악의 시나리오를 수십 번 시뮬레이션하고 플랜 B, 플랜 C, 심지어 플랜 D까지 세워둬야 마음이 놓이는 완벽주의 전략가.",무한 긍정/어떻게든 되겠지 (無限樂觀/總會有辦法) vs 최악 시나리오/플랜 B (演練最糟劇本/完美策略家)。
Q39,South Korea,AT,"지금 당신의 인생 상태나 성취에 대해 생각했을 때, 어느 쪽에 더 가까운가요?","아직 이루고 싶은 건 많지만, 대체로 지금의 내 모습과 평범한 일상에 만족하며 감사할 줄 앎.","항상 뭔가 2% 부족한 것 같음. '더 버텨야 해, 더 위로 올라가야 해, 아직 멀었어'라며 스스로를 끝없이 채찍질하는 성장캐.",만족하며 감사 (滿足與感謝) vs 끝없이 채찍질 (無止境鞭策自己的成長角色)。
Q40,South Korea,AT,"누군가 당신이 공들인 결과물을 보고 '이 부분은 이렇게 수정하는 게 좋겠어'라고 피드백할 때, 당신은?",완벽한 '테플론(알빠임?)' 멘탈. 피드백에서 감정을 분리해 객관적 데이터로만 수용하고 쿨하게 수정함.,"찰나의 '마상(마음의 상처)'. 팩트인 건 머리론 알지만, 감정을 추스르고 '이건 날 위한 피드백이야'라고 긍정적으로 소화할 시간이 필요함.",테플론 멘탈 (鐵氟龍心態/客觀接收) vs 마상/소화할 시간 (心傷/需要時間消化轉念)。
Q01,Taiwan,EI,經歷了連續五天高壓轟炸的工作/學校生活，好不容易迎來週末，你大腦直覺的「回血機制」是：,立刻開啟「社交高手 / 氣氛製造機」模式揪團！出去見朋友、跑局、吸收外面的新鮮空氣，才是真正的「光合作用」與充電。,啟動「社交斷食」與勿擾模式。我需要躲進專屬的「能量恢復艙」（追劇、看書或發呆），享受專屬的「Me-time 時光」。,E人出門是「光合作用」，I人獨處是「Me-time / 能量恢復艙」。
Q02,Taiwan,EI,來到一個有七成以上都是陌生人的聚會或派對，你通常的「生存模式」是：,自帶「熟人濾鏡」！覺得大家都是還沒認識的朋友，主動破冰搭話完全沒障礙，是全場最罩的「氣氛製造機」。,啟動「保護色」模式。默默待在角落觀察，絕對需要緊緊黏著認識的朋友（俗稱「社交導盲犬」），等別人來搭話。,社交導盲犬是極具共鳴的 I 人派對生存迷因。
Q03,Taiwan,EI,難得的休假日，如果朋友突然臨時約你「等一下要不要去喝杯咖啡/逛個街？」，你的大腦第一反應是：,立刻換衣服出門！主打一個「說走就走」的高機動性。休假日就是要行程塞滿滿，臨時的邀約反而像開盲盒一樣充滿驚喜。,大腦警報大響！出門是需要「提前心理建設」的。如果今天已經設定是「居家模式」，就算是天王老子來約，我也會溫柔且堅定地婉拒。,強調 I 人出門前的「心理建設」與時間邊界感。
Q04,Taiwan,EI,打開你的 Instagram 或 Threads，你最真實的「社群活躍狀態」通常是：,限時動態常常縮到變成「螞蟻大小（點點點）」！主打一個「分享欲爆棚」，吃到好吃的、看到好笑的，立刻發動態或到處留言互動。,專業的「潛水員」或「幽靈人口」。版面幾乎長草，平常只看不發，或者只把真實的心情發在人極少的「摯友圈」或「小帳」裡。,螞蟻限動 vs 摯友圈/小帳，完美區分社群表達欲。
Q05,Taiwan,EI,在很多人一起聊天的 LINE 群組或是實體聚會中，你通常扮演什麼樣的發言角色？,極度害怕空氣突然安靜！大腦習慣「邊講邊想」，喜歡丟出各種點子跟大家碰撞，是維持熱絡氣氛的「話題發動機」。,大腦習慣「想好再講」。通常會先默默觀察、吸收大家的資訊，等到關鍵時刻才開口，主打一個重質不重量的「精準狙擊手 / 總結大師」。,外部處理器(話題發動機) vs 內部處理器(總結大師)。
Q06,Taiwan,EI,在人際交往中，你通常是如何定義「好朋友」並建立深厚信任感的？,交友濾鏡全開，主打一個天生的「自來熟」！喜歡透過頻繁的互動、一起玩樂來升級交情，是能把不同圈子串連起來、超好揪的「朋友富翁」。,交友自帶「嚴格的篩選機制」。不輕易交心，但只要把你放進「極少數的摯友圈」，就是一輩子的事。主打一個「靈魂伴侶級」的深度陪伴。,朋友富翁 vs 嚴格篩選的靈魂伴侶，雙向肯定交友觀。
Q07,Taiwan,EI,最近發現了一間超級想去的熱門餐廳或有趣的展覽，你大腦第一時間的「行動直覺」是：,立刻丟到群組大喊「誰要一起去！」主打一個「獨樂樂不如眾樂樂」。對你來說，跟一群人共同分享那個情緒，快樂值才會無限翻倍。,第一念頭是安排一場「自己的獨旅 / Me-time」，或是只約一個最懂我的摯友。更享受不被打擾、按自己步調去感受的「高質量私密時光」。,能量的流動：群體共振 vs 私密體驗。
Q08,Taiwan,EI,生活中遇到瓶頸、煩惱，或是需要做一個重要決定時，你大腦最習慣的「找答案方式」是：,透過「對外連線」來找解方！習慣打給朋友大聊特聊，透過一來一往的互動與共鳴來「吸取電力」跟靈感，話講完了，思緒也就通了。,數位時代的「獨立研究員」！瘋狂爬文、看論壇，甚至「打開 AI 跟它深度討論」。等自己把資訊消化完得出結論後，才會跟別人說。,引入「與AI深度討論」的現代 I 人絕佳解方機制。
Q09,Taiwan,SN,當朋友興沖沖地跑來跟你講一個八卦或故事時，你大腦會優先捕捉什麼資訊？,嚴謹的「細節控 / 實體還原大師」。大腦會自動抓取人事時地物，想知道確切的對話內容、發生的先後順序，喜歡具體還原現場。,腦洞大開的「通靈大師 / 弦外之音解碼器」。重點不在細節，而是對方「為什麼」這樣做，擅長看透背後的動機與潛台詞。,細節控還原現場 vs 尋找背後意義。
Q10,Taiwan,SN,站在窗邊看著一張安靜樹林的照片，你腦中第一個浮現的念頭比較接近：,著眼於具體細節：「實際溫度大概多少？葉子顏色適合什麼濾鏡？空氣聞起來像雨後嗎？」,充滿故事性的聯想：「這根本自帶主角感…如果我走進去，人生會不會直接翻盤？」,五感與現實細節 vs 充滿想像力的主角感。
Q11,Taiwan,SN,學一個全新的App或工具（例如剪片軟體或AI prompt）時，你通常：,穩紮穩打的「實戰派」。先看教學，一步步照做，確認每個功能在哪裡再自己動手玩。,縱觀全局的「直覺派」。直接打開亂點，邊玩邊摸索它的邏輯跟感覺，遇到問題再說。,步驟導向 vs 摸索與直覺導向。
Q12,Taiwan,SN,如果問你「你對5年後的自己有畫面嗎？」，你會說：,「先把今天的事做好最重要，未來的成果都是靠每天的小習慣和待辦事項堆出來的。」,「我腦中有一堆版本——不同城市、不同的職涯發展、不同的生活風格，充滿各種可能。」,著眼當下的累積 vs 腦中多重宇宙的願景。
Q13,Taiwan,SN,去一間新開的創意料理餐廳，菜單全是沒看過的奇特菜名，你會：,保守選最安全的。挑那些有寫清楚食材、接近自己熟悉味道的料理，確保不會餓肚子。,點名字最怪的那道！充滿好奇心，覺得就算踩雷也是個有趣的體驗，還能當作群組聊天的好素材。,安全牌/確定性 vs 踩雷當有趣素材。
Q14,Taiwan,SN,如果要你寫一篇文章或產出一段內容，你比較有把握的是：,把真實發生的事情，用豐富的五感細節記錄下來，寫得超級具體、超有畫面感。,虛構一個故事或世界觀，在裡面塞滿各種隱喻、象徵意義或天馬行空的奇幻元素。,真實細節描繪 vs 隱喻與概念創作。
Q15,Taiwan,SN,在做一個沒有標準答案的選擇時，你最後拍板定案的依據通常是：,相信「看得見的證據」。依賴具體的數據、過去的實際經驗，以及發生過的事實。,相信「內心的雷達」。依賴那種「雖然說不出具體原因，但就是感覺對味/對頻了」的強烈直覺。,數據與經驗 vs 感覺對味的直覺。
Q16,Taiwan,SN,對你來說，「發呆／做白日夢」的頻率比較像是：,比較少。我的腦袋大部分時間都在處理實際的待辦事項，思考如何解決眼前的現實問題。,超級常！我的腦中隨時都在上演不同未來發展的迷你劇，有各種腦內小劇場。,處理現實問題 vs 腦內小劇場。
Q17,Taiwan,TF,朋友因為自己的失誤把工作搞砸，約你出來喝東西，一坐下就崩潰大哭，你的第一反應是：,化身「解決問題的智庫」。先聽完整過程，然後開始陪他分析問題出在哪、討論下次怎麼改進最有效。,化身「情緒價值的提供者」。先不管對錯，陪他穩住情緒，跟他說「聽起來好沉重…你一定很難過吧」，接住他的委屈。,分析與解決方案 vs 優先提供情緒價值。
Q18,Taiwan,TF,在做一個牽涉到其他人的重要決定時，你心裡的優先排序比較是：,這樣合不合理？對事情本身是不是最公平、最客觀，並且能達到最高的效率？,這樣會不會傷到誰？大家的感受怎麼樣、做這個決定會不會讓氣氛變得很尷尬？,講求客觀公平 vs 在乎群體和諧與感受。
Q19,Taiwan,TF,如果你被迫要幫公司決定一份「專案裁撤/人員縮編」的殘酷名單，你會傾向：,理性至上。完全用過往績效、實際貢獻度，以及未來的發展潛力來做客觀排序。,人情考量。會忍不住想保護那些家裡負擔重、年資久，或者對公司特別有感情的夥伴。,績效導向 vs 人情與情感連結。
Q20,Taiwan,TF,你比較希望別人私底下怎麼形容你這個人？,「這個人判斷力超強，做事非常專業、極度有能力，交給他絕對放心。」,「這個人超好相處，情商很高，跟他在一起總是覺得很安心、很溫暖。」,被肯定能力與專業 vs 被肯定溫暖與好相處。
Q21,Taiwan,TF,跟別人發生爭論，雙方各有立場時，你心裡最放不下、最糾結的點是：,明明我的邏輯比較站得住腳，事情卻被對方的情緒帶偏，這點讓我超級不爽。,就算我知道我是對的，我也不想把關係搞僵。如果硬要講贏而傷了和氣，我心裡會覺得怪怪的。,在乎邏輯正確性 vs 不想破壞關係(不燒橋)。
Q22,Taiwan,TF,對你來說，別人給你「有用的批評與指教」應該長什麼樣子？,直球對決。直接點出問題在哪、給我具體的改進方法就好，不用刻意包裝或顧慮我的感受。,高情商的三明治溝通。希望對方先肯定我的優點，再溫柔地給出建議，讓我覺得他是在「幫我」而不是「否定我」。,效率直球 vs 顧及面子的溫柔建議。
Q23,Taiwan,TF,在電影或影集裡，最容易戳中你淚點、讓你感動的橋段通常是：,角色在絕境之下，做出了一個超有力量、合乎邏輯但卻必須犧牲自我的偉大選擇。,家人或摯友久別重逢的擁抱，或者是有人為了愛與友情，默默做出溫柔付出的瞬間。,壯烈的邏輯犧牲 vs 深刻的情感與溫柔付出。
Q24,Taiwan,TF,遇到完全不講理、亂發脾氣的人，你內心的自動反應機制是：,大腦高速運轉，想用冷靜的邏輯拆解他矛盾的地方，讓他啞口無言、說不出話來。,會先在情緒上感到受傷或生氣，腦袋一片空白，很難在當下馬上想出漂亮的話來反擊。,邏輯拆解防禦 vs 情緒先受傷。
Q25,Taiwan,JP,出國旅行前一晚，你的行李通常長什麼樣？,優雅的「計畫通」。幾天前就差不多收好了，甚至還有自己的打勾清單確認過一遍，享受萬無一失的安心感。,瀟灑的「極限打包藝術家」。地上還攤著半開的行李箱，邊想邊塞，有些東西到出門前一刻才丟進去。,避開了「控制狂」，改用「計畫通」。
Q26,Taiwan,JP,對於難得的週末，你比較喜歡怎樣的度過方式？,提前排好行程。大概知道幾點起床、要去哪裡、吃什麼餐廳，有一個清晰的計畫框架會讓我比較有底。,當天早上看心情決定。覺得想出門就出門，想躺在床上廢就躺，說走就走、充滿彈性。,提前排定框架 vs 當天看心情的彈性。
Q27,Taiwan,JP,工作或日常中突然被丟進一個「緊急插隊任務」，你多半的反應是：,覺得原本的節奏被打亂，心裡會有壓力，但還是會咬牙把它重新編排進自己的行事曆裡。,腎上腺素狂飆！有點被刺激到，反而覺得這種臨時救火的突發狀況，比每天照表操課還要有感覺。,節奏被打亂的壓力 vs 臨時救火的腎上腺素。
Q28,Taiwan,JP,看看你的電腦桌面或雲端資料夾，它的狀態大概是：,數位整理大師。依照專案、日期、類型清楚分類，資料夾井然有序，好一陣子才會亂。,亂中有序的魔法師。一堆檔案跟截圖散在桌面上，別人看覺得很亂，但你大腦就是知道東西在哪裡。,清楚分類 vs 亂中有序。
Q29,Taiwan,JP,面對一個還沒做最後決定的選項（例如要不要去某個聚會、買某個東西），你的感受比較像：,事情懸在那裡會讓我有點焦慮。我寧願快點拍板定案，就算之後要微調也沒關係，先定下來再說。,能多留幾個選項就多留。不到最後一刻不想把話說死，喜歡保留調整空間到極限。,提早決定的安心感 vs 保留選項的開放性。
Q30,Taiwan,JP,談到職場或生活中的「規則與SOP」，你心裡比較貼近哪一句話：,規則是為了建立效率與和諧。有明確的規則大家才知道怎麼配合，事情推動起來才會順利。,規則只是一種參考。遇到特殊狀況時，人的彈性跟發揮創意解決問題的能力，比死守規則重要多了。,規則帶來效率 vs 彈性與創意至上。
Q31,Taiwan,JP,努力完成一個專案或度過忙碌的一週後，讓你最「有感/最爽」的瞬間是：,把 To-do list 上最後一格打勾、把檔案存檔結案的那一刻，那種徹底清空的清爽感！,犒賞自己的 Treat yo' self 瞬間！或者是在過程中突然想到一個超棒的新做法，覺得自己又進化解鎖了一關。,加入了使用者建議的 Treat yo' self 概念取代難懂的 Girl Math。
Q32,Taiwan,JP,如果要把你對「人生這場遊戲」的態度濃縮成一種哲學，你覺得哪一個最貼切？,人生是一張「藍圖」。喜歡設定明確的里程碑，一步步打怪升級，享受把不確定性降到最低的「絕對掌控感」。,人生是一場「體驗」。比起死板的目標，更相信「船到橋頭自然直」，享受沿途開盲盒的驚喜與各種「支線任務」。,人生藍圖與掌控感 vs 開盲盒與支線任務。
Q33,Taiwan,AT,事情突然大反轉、不照你的計畫走時，你內心的第一反應是：,啟動 Lucky Vicky 的正向轉念！深呼吸一下想：「好，那接下來我可以怎麼辦？說不定這樣更好！」,先經歷一陣焦慮。腦中開始瘋狂重播，檢討是不是自己哪裡沒做好才導致這個結果。,加入了使用者提議的「Lucky Vicky (張員瑛轉念法)」正向思考。
Q34,Taiwan,AT,對於自己的能力與表現，你心裡比較常出現的聲音是：,「大致上我相信自己，就算遇到完全不會的新東西，我也能慢慢學起來。」自帶健康的自我肯定感。,「我好像還不夠好。」經常需要再拿出具體成績，或者被別人大力肯定後，心裡才會覺得比較踏實。,自我肯定與信任 vs 需要外界肯定與完美主義。
Q35,Taiwan,AT,如果在群組裡說錯話，或者講了一個瞬間冷場的爛梗，過後你會：,擁有強大的心理防禦力。當場笑一笑、發個貼圖帶過，之後也完全不會把這件事放在心上。,回家後大腦會一直不受控地回想那一幕，經歷嚴重的「尷尬癌發作」，甚至會懊惱破防好一陣子。,心理防禦/不在乎 vs 尷尬癌/反覆內耗。
Q36,Taiwan,AT,當一個重要專案的 Deadline 快到了，被巨大的壓力推著跑時，你的狀態是：,反而會進入極致的「高專注模式」。其實你心裡知道，自己在有點壓力的情況下反而跑得更快、效率更好。,容易感到心慌、甚至影響睡眠。會因為超級害怕自己出錯或來不及交件，而產生極大的精神壓力。,壓力轉化為專注力 vs 壓力引發焦慮與自我要求。
Q37,Taiwan,AT,對於周遭「別人的情緒」，你自認你的抵抗力有多高？,邊界感極佳。我能清楚分辨「那是他的情緒，不是我的」，比較不容易被別人的負能量拖走。,天生的高敏感天線。很容易被現場的氣氛影響，身邊的人一陷入低氣壓，我的心情也會跟著沉下去。,情緒邊界感 vs 高共情與易受影響。
Q38,Taiwan,AT,面對未來可能發生的各種風險與不確定性，你通常的心態是：,「船到橋頭自然直，真的發生了再說，到時候總會有辦法處理的。」主打一個兵來將擋的樂觀。,超級危機管理師。會先在腦袋裡把最糟的劇本都演過一遍，預想好各種備案跟退路才會安心。,樂觀面對未知 vs 災難化思考與嚴謹備案。
Q39,Taiwan,AT,談到你現在的人生狀態與成就，你心裡的感覺比較接近：,雖然還有很多想達成的目標，但大致上我能欣賞並滿意現在的自己和目前的生活樣貌。,總覺得哪裡還不夠好。常常會在心裡對自己說「再撐一下、還要再更好一點」，有著強烈的自我驅動力。,知足與自我接納 vs 永不滿足的進步渴望。
Q40,Taiwan,AT,當有人評論你的心血作品，並說「我覺得這裡可以再調整一下」時，你比較像是：,自帶「不沾鍋屬性」。大腦會自動把這句話拆解成具體建議，直接拿來當作修正的客觀參考，不帶任何情緒。,會先感受到一點點被否定的刺痛。需要一點時間消化情緒，轉念成「這是為了讓作品變更好」後才能重新出發。,客觀接收回饋 vs 情緒先受傷再轉念。
Q01,United States,EI,"After a highly exhausting, back-to-back week of work or classes, the weekend finally hits. What is your ultimate ""recharge"" protocol?","I need to go out and catch some ""good vibes."" Whether it's a party or just hanging out, feeding off other people's energy is my ultimate dopamine hit.","My ""social battery"" is strictly at 1%. I am going fully off the grid into ""Cozy Hermit"" mode—just me, my bed, and zero social obligations.",Good vibes/Dopamine hit (美式社交充電) vs Social battery/Cozy Hermit (個人邊界與數位排毒)。
Q02,United States,EI,You walk into a party or networking event where you barely know anyone. What is your natural survival strategy?,"I walk in with total ""Golden Retriever energy."" I love working the room and making sure everyone feels included.","I stay low-key and observe the vibes. My survival strategy is strictly relying on being ""adopted by an extrovert"" who handles the heavy lifting of socializing for me.",Golden Retriever (黃金獵犬能量) vs Adopted by an extrovert (被外向者領養的內向迷因)。
Q03,United States,EI,"It's your day off, and a friend texts you out of nowhere: ""Hey! Want to grab coffee or hang out in 30 minutes?"" What is your immediate reaction?",Absolutely! I love being spontaneous. A packed schedule and last-minute plans give me life and keep the momentum going.,"Panic! Leaving the house requires 24 hours of mental preparation. If I've already mentally committed to my ""Do Not Disturb"" era for the day, it's a polite no.",Spontaneous (隨性派對狂) vs Do Not Disturb era (勿擾時代/個人邊界)。
Q04,United States,EI,"If we look at your social media habits (like IG or TikTok), what is your typical default mode?","The ultimate ""Over-sharer."" My stories are basically a documentary of my day, and I love dropping a massive ""photo dump."" I feed off the comment section energy.","A proud ""Professional Lurker."" I consume memes and observe the drama without leaving a digital footprint. If I post, it strictly goes to my ""Close Friends"" or my ""Finsta.""",Photo dump/Over-sharer (過度分享與照片大放送) vs Lurker/Finsta (潛水客與私密小帳)。
Q05,United States,EI,"In a busy group chat or a team brainstorming session, what is your natural communication style?","I’m an ""External Processor."" I think out loud and bounce ideas off others to figure things out. I love being the catalyst that keeps the momentum going.","I’m an ""Internal Processor."" I prefer to absorb the room’s energy and formulate a complete thought before chiming in. I firmly believe in quality over quantity when I speak.",External Processor (外部處理器/催化劑) vs Internal Processor (內部處理器/重質不重量)。
Q06,United States,EI,"When it comes to building trust and forming deep friendships, what is your natural approach?","The ""More the Merrier"" mindset. I build trust through shared adventures and open energy. I'm a natural ""Social Connector"" who loves merging different friend groups.","Strictly ""Quality over Quantity."" Trust is earned slowly through deep, one-on-one late-night talks. Once you make it into my highly exclusive ""Inner Circle,"" you're family.",Social Connector (社交連結者) vs Inner Circle (極度專屬的核心圈)。
Q07,United States,EI,You discover a cool new spot or pop-up event you really want to check out. What’s your natural instinct for experiencing it?,"""The more the merrier!"" I immediately drop the link in the group chat. The joy of the experience is exponentially amplified when I can share the hype with a whole crew.","Planning a ""Solo date"" or bringing just one bestie. I want to fully soak in the experience without the mental load of managing group dynamics. A low-key, intimate vibe is the ultimate luxury.",Group chat hype (群體狂歡) vs Solo date (Z世代盛行的自我約會/私密體驗)。
Q08,United States,EI,"When you're dealing with a dilemma or need to figure something out, what is your natural problem-solving protocol?","The ""External Connector."" I figure things out by talking them through. Bouncing ideas off friends and absorbing their energy and feedback is my ultimate way to find clarity.","The ""Independent Researcher."" I go down Reddit rabbit holes, aggressively Google, or even debate with an AI. I synthesize everything solo before sharing my ""final verdict.""",Bounce ideas (碰撞點子) vs Reddit rabbit holes / Debate with AI (美國I人的數位找答案方式)。
Q09,United States,SN,"Standing by the window looking at a quiet forest photo, what is your first thought?","""What’s the actual temp? Leaf colors for the perfect #FallVibes filter? Air smells like petrichor?""","""This is giving main character energy… what if I walked in and my whole life changed?""",具體感官細節 (#FallVibes) vs 充滿想像力的主角感 (Main character energy)。
Q10,United States,SN,"When someone tells you a story or gossips, what do you naturally ask first?","""Wait, exact time? Location? What happened next?""","""Why do you think it happened? What does it mean for your long-term glow-up?""",事實導向 vs 尋找意義與長期成長 (glow-up)。
Q11,United States,SN,"Learning a new tool or app (like Notion, CapCut, AI prompt), you usually:","Watch the tutorial, follow step-by-step, and confirm what everything does before building my own system.","Open it and start clicking around, figuring out the vibe and logic as I go.",步驟導向與系統建立 vs 摸索與感受 vibe。
Q12,United States,SN,"If asked ""Do you have a picture of yourself 5 years from now?"", you would say:","""I just focus on today’s to-do list. The future is built on consistent micro-habits.""","""I have multiple versions playing in my head—different cities, careers, and aesthetics.""",Micro-habits (微習慣的踏實感) vs Multiple aesthetics (多重宇宙的願景與美學)。
Q13,United States,SN,"At a new ""creative cuisine"" restaurant with wild menu items, you:",Pick the safest dish that sounds closest to what I already know and like.,"Order the weirdest one—even if it’s a miss, it’s great content for the group chat.",安全牌 vs 點最怪的當作群組 content (做內容)。
Q14,United States,SN,"If asked to write or create something, you feel more confident doing:",A detailed recap of a real event with all the sensory details that vividly paint the picture.,"A fictional story or concept full of metaphors, plot twists, and hidden meanings.",真實感官細節 vs 隱喻與情節反轉。
Q15,United States,SN,"When making a choice with no standard answer, you trust more:","Visible data, past receipts, and what has actually worked before.","That gut feeling—""I can’t explain it but it just feels aligned.""",Data/Receipts (美國流行語：拿出收據/證據) vs Feels aligned (身心靈契合感)。
Q16,United States,SN,How often do you zone out or daydream?,Rarely—my brain is usually running through to-do lists and figuring out real-world problems.,Constantly—my mind is always running mini-movies of different futures and scenarios.,處理現實代辦 vs 腦內播放 mini-movies。
Q17,United States,TF,A friend messed up at work and starts crying over coffee. Your first instinct:,"Listen to the timeline, then help analyze the root cause and say ""here’s how we fix it next time.""","""That sounds so heavy… you must feel awful right now."" I prioritize empathy and validating their feelings first.",分析與解決方案 vs Therapy speak (心理諮商式同理: That sounds so heavy)。
Q18,United States,TF,"When making big decisions that involve others, your priority is:","Is this the most logical, fair, and efficient move for the objective at hand?",Will this hurt anyone’s feelings or make the room's vibe awkward?,邏輯公平有效率 vs 在乎感受與氣氛 (vibe)。
Q19,United States,TF,"If forced to help make a layoff list, you would prioritize:","Objective performance data, past receipts, and future potential for the company.",Who has family pressure or the longest loyalty—trying to protect the humans behind the jobs.,客觀數據與潛力 vs 保護員工的人性考量。
Q20,United States,TF,You’d rather be privately described by your peers as:,"""They have insane judgment and are super competent at what they do. You can always count on them.""","""They’re so easy to be around—being with them feels incredibly safe and warm.""",被讚美能力與專業 (insane judgment) vs 被讚美溫暖與安全感 (safe and warm)。
Q21,United States,TF,"In an argument where both sides are dug in, what bothers you most:","My logic was clearly better and objective, but emotions derailed everything.","Even if I’m right, I don’t want to burn the bridge. Winning isn't worth making it weird.",邏輯正確性 vs 不想燒橋 (burn the bridge)。
